id,tipo,estado,oferta,precio,moneda,nro_ambientes,nro_banios,zona,ciudad,area_m2,latitud,longitud
TER00141,terreno,disponible,venta,600000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,1500.0,-17.743031,-63.215237
OFI00093,oficina,disponible,venta,124000.0,dolar,1,1,Entre 6to y 7mo anillo Norte,Santa Cruz de la Sierra,34.0,-17.763653,-63.192844
DEP00417,departamento,disponible,alquiler,350.0,dolar,2,1,Centro,Santa Cruz de la Sierra,70.0,-17.787331,-63.179886
DEP00418,departamento,disponible,venta,135000.0,dolar,1,2,Equipetrol,Santa Cruz de la Sierra,50.0,-17.767809,-63.193771
CAS00343,casa,disponible,venta,480000.0,dolar,5,7,Urubó,Santa Cruz de la Sierra,478.0,-17.761909,-63.236912
CAS00344,casa,disponible,venta,185000.0,dolar,4,4,Entre 5to y 6to anillo Sur,Santa Cruz de la Sierra,210.0,-17.838036,-63.180958
CAS00345,casa,disponible,venta,171428.0,dolar,5,3,Entre 1er y 2do anillo Este,Santa Cruz de la Sierra,227.0,-17.787447,-63.165977
CAS00346,casa,disponible,venta,193000.0,dolar,3,3,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,152.0,-17.765659,-63.16898
DEP00419,departamento,disponible,alquiler,450.0,dolar,3,2,Entre 1er y 2do anillo Norte,Santa Cruz de la Sierra,110.0,-17.773226,-63.184193
CAS00347,casa,disponible,alquiler,400.0,dolar,4,1,Centro,Santa Cruz de la Sierra,101.0,-17.781065,-63.182842
CAS00348,casa,disponible,venta,390000.0,dolar,7,6,Carretera Norte,Santa Cruz de la Sierra,300.0,-17.655453,-63.168297
CAS00349,casa,disponible,venta,620000.0,dolar,4,6,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,600.0,-17.748175,-63.174988
TER00142,terreno,disponible,venta,20000.0,dolar,0,0,Doble vía La Guardia,Santa Cruz de la Sierra,300.0,-17.905893,-63.232708
DEP00420,departamento,disponible,venta,44582.0,dolar,1,1,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,34.0,-17.746704,-63.169926
DEP00421,departamento,disponible,venta,45500.0,dolar,1,1,Carretera Norte,Santa Cruz de la Sierra,35.0,-17.710701,-63.155682
TER00143,terreno,disponible,venta,385000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,1095.0,-17.748423,-63.226181
CAS00350,casa,disponible,venta,320000.0,dolar,4,4,Entre 6to y 7mo anillo Oeste,Santa Cruz de la Sierra,310.0,-17.816471,-63.235802
DEP00422,departamento,vendido,venta,125000.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,48.0,-17.756529,-63.197636
CAS00351,casa,disponible,venta,60200.0,dolar,3,1,Entre 7mo y 8vo anillo Sur,Santa Cruz de la Sierra,85.0,-17.855305,-63.204273
CAS00352,casa,disponible,venta,145000.0,dolar,3,3,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,180.0,-17.752787,-63.172276
DEP00423,departamento,disponible,venta,43000.0,dolar,1,1,Entre 8vo y 9no anillo Norte,Santa Cruz de la Sierra,28.0,-17.713358,-63.18821
TER00144,terreno,disponible,venta,39000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,931.0,-17.788717,-63.291157
TER00145,terreno,disponible,venta,570000.0,dolar,0,0,Equipetrol,Santa Cruz de la Sierra,580.0,-17.766174,-63.194717
CAS00353,casa,disponible,venta,720000.0,dolar,4,5,Urubó,Santa Cruz de la Sierra,580.0,-17.749893,-63.226311
TER00146,terreno,disponible,venta,36000.0,dolar,0,0,Carretera Norte,Santa Cruz de la Sierra,200.0,-17.696358,-63.165852
TER00147,terreno,disponible,venta,360000.0,dolar,0,0,Entre 2do y 3er anillo Sur,Santa Cruz de la Sierra,273.0,-17.799252,-63.19276
DEP00424,departamento,disponible,venta,59000.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,38.0,-17.765448,-63.193535
DEP00425,departamento,disponible,venta,198260.0,dolar,2,3,Equipetrol,Santa Cruz de la Sierra,127.0,-17.758112,-63.198986
CAS00354,casa,alquilado,alquiler,1630.0,dolar,3,4,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,260.0,-17.742085,-63.168381
EDI00017,edificio,disponible,venta,2450000.0,dolar,10,6,Equipetrol,Santa Cruz de la Sierra,2187.0,-17.760963,-63.197247
EDI00018,edificio,disponible,venta,840000.0,dolar,13,10,Centro,Santa Cruz de la Sierra,1120.0,-17.788862,-63.179737
CAS00355,casa,disponible,alquiler,1714.0,dolar,4,4,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,450.0,-17.76951,-63.167973
TER00148,terreno,disponible,venta,85000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,413.0,-17.75349,-63.245537
EDI00019,edificio,disponible,venta,3100000.0,dolar,35,37,Entre 6to y 7mo anillo Norte,Santa Cruz de la Sierra,4500.0,-17.729679,-63.162632
DEP00426,departamento,disponible,alquiler,750.0,dolar,2,2,Equipetrol,Santa Cruz de la Sierra,76.0,-17.768381,-63.194073
CAS00356,casa,disponible,alquiler,850.0,dolar,5,3,Sirari,Santa Cruz de la Sierra,270.0,-17.762424,-63.200714
OFI00094,oficina,disponible,alquiler,2400.0,dolar,5,1,Equipetrol,Santa Cruz de la Sierra,188.0,-17.755098,-63.198353
CAS00357,casa,disponible,venta,80000.0,dolar,3,2,Carretera Norte,Santa Cruz de la Sierra,100.0,-17.611053,-63.162788
TER00149,terreno,disponible,venta,15000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,300.0,-17.791904,-63.295101
CAS00358,casa,disponible,venta,270000.0,dolar,4,4,Urubó,Santa Cruz de la Sierra,220.0,-17.762178,-63.236423
DEP00427,departamento,disponible,venta,149000.0,dolar,3,5,Centro,Santa Cruz de la Sierra,175.0,-17.777216,-63.183384
DEP00428,departamento,disponible,venta,63000.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,444.0,-17.765602,-63.199696
CAS00359,casa,disponible,alquiler,1200.0,dolar,6,3,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,400.0,-17.759672,-63.182056
DEP00429,departamento,disponible,alquiler,490.0,dolar,2,2,Equipetrol,Santa Cruz de la Sierra,105.0,-17.767599,-63.1964
TER00150,terreno,disponible,venta,600000.0,dolar,0,0,Doble vía La Guardia,Santa Cruz de la Sierra,15000.0,-17.862194,-63.257942
CAS00360,casa,disponible,venta,1141506.0,dolar,4,3,Sirari,Santa Cruz de la Sierra,350.0,-17.765102,-63.201759
DEP00430,departamento,alquilado,alquiler,280.0,dolar,1,1,Barrio Urbari,Santa Cruz de la Sierra,45.0,-17.796371,-63.199932
CAS00361,casa,disponible,alquiler,850.0,dolar,4,4,Entre 5to y 6to anillo Oeste,Santa Cruz de la Sierra,320.0,-17.815704,-63.222492
CAS00362,casa,disponible,venta,169000.0,dolar,3,2,Carretera Norte,Santa Cruz de la Sierra,230.0,-17.700327,-63.163448
DEP00431,departamento,disponible,alquiler,350.0,dolar,2,2,Entre 1er y 2do anillo Norte,Santa Cruz de la Sierra,73.0,-17.771128,-63.181473
DEP00432,departamento,disponible,alquiler,500.0,dolar,2,2,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,60.0,-17.74507,-63.169411
TER00151,terreno,disponible,venta,1150000.0,dolar,0,0,Carretera Norte,Santa Cruz de la Sierra,6050.0,-17.675976,-63.149914
DEP00433,departamento,disponible,venta,170000.0,dolar,3,3,Entre 2do y 3er anillo Oeste,Santa Cruz de la Sierra,215.0,-17.79936,-63.195889
CAS00363,casa,disponible,venta,58000.0,dolar,3,2,Distrito 12,Santa Cruz de la Sierra,210.0,-17.861685,-63.186001
OFI00095,oficina,disponible,alquiler,4000.0,dolar,10,8,Sirari,Santa Cruz de la Sierra,376.0,-17.759636,-63.200638
CAS00364,casa,disponible,venta,200000.0,dolar,3,3,Entre 1er y 2do anillo Sur,Santa Cruz de la Sierra,177.0,-17.797623,-63.182869
TER00152,terreno,disponible,venta,480000.0,dolar,0,0,Colinas del Urubó,Santa Cruz de la Sierra,1541.0,-17.736916,-63.217735
CAS00365,casa,disponible,alquiler,300.0,dolar,3,3,Pampa de la isla,Santa Cruz de la Sierra,180.0,-17.76454,-63.122231
TER00153,terreno,disponible,venta,115000.0,dolar,0,0,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,249.0,-17.755625,-63.158009
CAS00366,casa,disponible,venta,198000.0,dolar,4,5,Entre 2do y 3er anillo Oeste,Santa Cruz de la Sierra,350.0,-17.786072,-63.203026
CAS00367,casa,alquilado,alquiler,480.0,dolar,3,3,Carretera Norte,Santa Cruz de la Sierra,220.0,-17.682539,-63.18399
LOC00041,local comercial,disponible,alquiler,1150.0,dolar,2,3,Entre 2do y 3er anillo Oeste,Santa Cruz de la Sierra,120.0,-17.771868,-63.195793
OFI00096,oficina,disponible,alquiler,4000.0,dolar,1,4,Centro,Santa Cruz de la Sierra,378.0,-17.790989,-63.178322
TER00154,terreno,disponible,venta,352000.0,dolar,0,0,Entre 3er y 4to anillo Oeste,Santa Cruz de la Sierra,335.0,-17.770735,-63.20858
DEP00434,departamento,disponible,venta,100000.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,41.0,-17.75997,-63.197735
CAS00368,casa,disponible,venta,290000.0,dolar,3,3,Urubó,Santa Cruz de la Sierra,280.0,-17.762074,-63.224979
CAS00369,casa,disponible,venta,750000.0,dolar,3,5,Urubó,Santa Cruz de la Sierra,450.0,-17.773516,-63.228413
OFI00097,oficina,disponible,alquiler,1900.0,dolar,4,4,Equipetrol,Santa Cruz de la Sierra,188.0,-17.75518,-63.198303
TER00155,terreno,disponible,venta,92000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,5000.0,-17.859562,-63.310207
CAS00370,casa,disponible,venta,62900.0,dolar,3,2,Carretera Norte,Santa Cruz de la Sierra,105.0,-17.661264,-63.163822
DEP00435,departamento,disponible,venta,191240.0,dolar,2,2,Sirari,Santa Cruz de la Sierra,137.0,-17.765602,-63.200294
DEP00436,departamento,disponible,venta,170000.0,dolar,1,1,Entre 2do y 3er anillo Oeste,Santa Cruz de la Sierra,234.0,-17.793837,-63.196621
DEP00437,departamento,disponible,alquiler,600.0,dolar,2,1,Entre 3er y 4to anillo Sur,Santa Cruz de la Sierra,70.0,-17.814287,-63.179562
CAS00371,casa,disponible,venta,290000.0,dolar,3,3,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,263.0,-17.74,-63.177822
CAS00372,casa,disponible,venta,168500.0,dolar,3,2,Pampa de la isla,Santa Cruz de la Sierra,340.0,-17.767548,-63.117729
DEP00438,departamento,disponible,venta,189000.0,dolar,3,2,Entre 4to y 5to anillo Oeste,Santa Cruz de la Sierra,148.0,-17.793116,-63.22134
DEP00439,departamento,disponible,venta,150000.0,dolar,2,3,Equipetrol,Santa Cruz de la Sierra,94.0,-17.767645,-63.194801
DEP00440,departamento,disponible,alquiler,320.0,dolar,1,1,Entre 1er y 2do anillo Oeste,Santa Cruz de la Sierra,70.0,-17.792177,-63.194111
DEP00441,departamento,disponible,alquiler,350.0,dolar,2,1,Centro,Santa Cruz de la Sierra,70.0,-17.789577,-63.179329
TER00156,terreno,disponible,venta,275000.0,dolar,0,0,Carretera Cotoca,Santa Cruz de la Sierra,1746.0,-17.755335,-62.996449
DEP00442,departamento,disponible,venta,69160.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,49.0,-17.75688,-63.197498
TER00157,terreno,disponible,venta,185000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,664.0,-17.753387,-63.221748
EDI00020,edificio,disponible,alquiler,2150.0,dolar,6,6,Centro,Santa Cruz de la Sierra,550.0,-17.783321,-63.175995
CAS00373,casa,disponible,venta,270000.0,dolar,4,4,Urubó,Santa Cruz de la Sierra,220.0,-17.76236,-63.236706
TER00158,terreno,disponible,venta,6200000.0,dolar,0,0,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,7686.0,-17.759447,-63.177101
DEP00443,departamento,disponible,venta,125000.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,48.0,-17.756039,-63.196777
DEP00444,departamento,disponible,alquiler,267.0,dolar,1,1,Entre 7mo y 8vo anillo Norte,Santa Cruz de la Sierra,31.0,-17.724079,-63.162895
CAS00374,casa,disponible,alquiler,9000.0,dolar,4,4,Entre 6to y 7mo anillo Oeste,Santa Cruz de la Sierra,320.0,-17.811804,-63.233883
DEP00445,departamento,disponible,alquiler,310.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,45.0,-17.758204,-63.199097
OFI00098,oficina,disponible,venta,55857.0,dolar,1,1,Centro,Santa Cruz de la Sierra,64.0,-17.791233,-63.178234
CAS00375,casa,disponible,venta,315000.0,dolar,3,2,Entre 4to y 5to anillo Norte,Santa Cruz de la Sierra,245.0,-17.744398,-63.170444
DEP00446,departamento,disponible,venta,65000.0,dolar,1,1,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,36.0,-17.768192,-63.179455
DEP00447,departamento,disponible,venta,58500.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,31.0,-17.765797,-63.194126
TER00159,terreno,disponible,venta,16000.0,dolar,0,0,Doble vía La Guardia,Santa Cruz de la Sierra,3550.0,-17.919289,-63.323772
OFI00099,oficina,disponible,alquiler,1000.0,dolar,1,2,Centro,Santa Cruz de la Sierra,117.0,-17.791151,-63.178661
DEP00448,departamento,disponible,venta,90000.0,dolar,2,2,Entre 5to y 6to anillo Sur,Santa Cruz de la Sierra,93.0,-17.836891,-63.191341
DEP00449,departamento,disponible,alquiler,800.0,dolar,3,4,Urubó,Santa Cruz de la Sierra,230.0,-17.765179,-63.222576
DEP00450,departamento,disponible,alquiler,350.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,39.0,-17.76507,-63.195145
OFI00100,oficina,disponible,alquiler,500.0,dolar,1,1,Centro,Santa Cruz de la Sierra,42.0,-17.790907,-63.177292
CAS00376,casa,disponible,venta,225000.0,dolar,3,4,Equipetrol,Santa Cruz de la Sierra,167.0,-17.771894,-63.192226
CAS00377,casa,alquilado,alquiler,290.0,dolar,3,2,Entre 6to y 7mo anillo Este,Santa Cruz de la Sierra,200.0,-17.771229,-63.114483
CAS00378,casa,disponible,venta,1050.0,dolar,5,3,Hamacas,Santa Cruz de la Sierra,630.0,-17.750975,-63.173405
CAS00379,casa,disponible,venta,100000.0,dolar,3,1,Carretera Norte,Santa Cruz de la Sierra,190.0,-17.703485,-63.150658
CAS00380,casa,disponible,venta,720000.0,dolar,4,6,Urubó,Santa Cruz de la Sierra,580.0,-17.751856,-63.226608
DEP00451,departamento,disponible,alquiler,840.0,dolar,2,2,Equipetrol,Santa Cruz de la Sierra,108.0,-17.767773,-63.195663
DEP00452,departamento,disponible,alquiler,340.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,47.0,-17.767878,-63.199261
OFI00101,oficina,disponible,venta,65600.0,dolar,1,1,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,29.0,-17.760508,-63.173901
TER00160,terreno,disponible,venta,125000.0,dolar,0,0,Plan 3000,Santa Cruz de la Sierra,802.0,-17.826391,-63.092934
DEP00453,departamento,disponible,alquiler,350.0,dolar,3,2,Entre 1er y 2do anillo Sur,Santa Cruz de la Sierra,90.0,-17.792427,-63.179794
DEP00454,departamento,disponible,venta,75000.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,32.0,-17.75522,-63.193516
DEP00455,departamento,disponible,alquiler,400.0,dolar,3,3,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,158.0,-17.754328,-63.17165
DEP00456,departamento,disponible,venta,50000.0,dolar,1,1,Entre 5to y 6to anillo Norte,Santa Cruz de la Sierra,35.8,-17.738802,-63.168659
CAS00381,casa,disponible,alquiler,2800.0,dolar,3,4,Entre 7mo y 8vo anillo Norte,Santa Cruz de la Sierra,321.0,-17.723087,-63.167095
CAS00382,casa,disponible,alquiler,700.0,dolar,3,2,Urubó,Santa Cruz de la Sierra,200.0,-17.795748,-63.27459
TER00161,terreno,disponible,venta,850000.0,dolar,0,0,Carretera Norte,Santa Cruz de la Sierra,4441.0,-17.675547,-63.14912
DEP00457,departamento,disponible,alquiler,350.0,dolar,1,1,Sirari,Santa Cruz de la Sierra,38.0,-17.764458,-63.201195
GAL00014,galpon,disponible,venta,890000.0,dolar,8,8,Entre 6to y 7mo anillo Norte,Santa Cruz de la Sierra,1846.0,-17.73201,-63.168213
DEP00458,departamento,disponible,venta,120000.0,dolar,2,2,Equipetrol,Santa Cruz de la Sierra,111.0,-17.770077,-63.196049
CAS00383,casa,disponible,venta,600000.0,dolar,4,6,Urubó,Santa Cruz de la Sierra,431.0,-17.745234,-63.22163
DEP00459,departamento,disponible,alquiler,700.0,dolar,1,2,Equipetrol,Santa Cruz de la Sierra,65.0,-17.756754,-63.197483
CAS00384,casa,disponible,venta,780000.0,dolar,5,7,Urubó,Santa Cruz de la Sierra,750.0,-17.733871,-63.219486
CAS00385,casa,disponible,venta,240000.0,dolar,5,4,Las Palmas,Santa Cruz de la Sierra,250.0,-17.798025,-63.21056
DEP00460,departamento,disponible,alquiler,14300.0,dolar,2,1,Equipetrol,Santa Cruz de la Sierra,44.0,-17.770262,-63.193172
DEP00461,departamento,disponible,alquiler,857.0,dolar,2,2,Equipetrol,Santa Cruz de la Sierra,71.0,-17.764847,-63.19392
DEP00462,departamento,disponible,alquiler,3500.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,41.0,-17.757751,-63.198345
DEP00463,departamento,disponible,alquiler,600.0,dolar,2,2,Equipetrol,Santa Cruz de la Sierra,110.0,-17.768797,-63.191505
DEP00464,departamento,disponible,alquiler,240.0,dolar,1,1,Entre 1er y 2do anillo Sur,Santa Cruz de la Sierra,59.0,-17.797701,-63.176514
DEP00465,departamento,disponible,venta,138000.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,51.0,-17.766022,-63.196701
CAS00386,casa,disponible,venta,240000.0,dolar,4,5,Entre 5to y 6to anillo Sur,Santa Cruz de la Sierra,226.0,-17.844734,-63.180958
CAS00387,casa,disponible,venta,78000.0,dolar,3,2,Carretera Norte,Santa Cruz de la Sierra,160.0,-17.660294,-63.162872
DEP00466,departamento,disponible,alquiler,390.0,dolar,1,1,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,50.0,-17.762798,-63.179367
TER00162,terreno,disponible,venta,1150680.0,dolar,0,0,Carretera Norte,Santa Cruz de la Sierra,47945.0,-17.524448,-63.158756
DEP00467,departamento,disponible,venta,55000.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,50.0,-17.771444,-63.192989
DEP00468,departamento,disponible,alquiler,300.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,54.0,-17.763426,-63.19339
DEP00469,departamento,disponible,alquiler,350.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,55.0,-17.767937,-63.198895
CAS00388,casa,disponible,alquiler,350.0,dolar,3,2,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,180.0,-17.753107,-63.181553
TER00163,terreno,disponible,venta,4160000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,80000.0,-17.775497,-63.239193
DEP00470,departamento,disponible,alquiler,370.0,dolar,2,1,Entre 4to y 5to anillo Oeste,Santa Cruz de la Sierra,75.0,-17.786392,-63.221855
DEP00471,departamento,disponible,alquiler,280.0,dolar,2,1,Equipetrol,Santa Cruz de la Sierra,55.0,-17.760206,-63.196232
DEP00472,departamento,disponible,venta,63000.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,36.0,-17.766256,-63.193943
DEP00473,departamento,disponible,alquiler,1500.0,dolar,3,4,Sirari,Santa Cruz de la Sierra,200.0,-17.761791,-63.20266
TER00164,terreno,disponible,venta,95000.0,dolar,0,0,Cambodromo,Santa Cruz de la Sierra,336.0,-17.738955,-63.143433
EDI00021,edificio,disponible,alquiler,900.0,dolar,4,5,Entre 4to y 5to anillo Sur,Santa Cruz de la Sierra,280.0,-17.827135,-63.184666
DEP00474,departamento,disponible,alquiler,435.0,dolar,3,2,Entre 1er y 2do anillo Norte,Santa Cruz de la Sierra,102.0,-17.771942,-63.16967
CAS00389,casa,disponible,venta,184348.0,dolar,3,3,Carretera Norte,Santa Cruz de la Sierra,195.0,-17.705896,-63.128601
DEP00475,departamento,disponible,venta,239500.0,dolar,3,3,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,109.0,-17.765305,-63.189014
DEP00476,departamento,disponible,alquiler,370.0,dolar,1,2,Equipetrol,Santa Cruz de la Sierra,40.0,-17.765085,-63.194939
DEP00477,departamento,disponible,alquiler,522.0,dolar,3,3,Entre 4to y 5to anillo Oeste,Santa Cruz de la Sierra,147.0,-17.7931,-63.221359
DEP00478,departamento,disponible,alquiler,280.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,30.0,-17.767061,-63.195534
OFI00102,oficina,disponible,alquiler,650.0,dolar,1,1,Centro,Santa Cruz de la Sierra,58.0,-17.790335,-63.178146
TER00165,terreno,disponible,venta,190000.0,dolar,0,0,Zona Nueva Santa Cruz,Santa Cruz de la Sierra,12430.0,-17.670828,-63.056309
DEP00479,departamento,disponible,venta,86000.0,dolar,2,2,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,83.0,-17.76705,-63.185287
TER00166,terreno,disponible,venta,33553.0,dolar,0,0,Carretera Cotoca,Santa Cruz de la Sierra,479.0,-17.753128,-63.003487
CAS00390,casa,disponible,venta,119900.0,dolar,3,3,Carretera Norte,Santa Cruz de la Sierra,120.0,-17.705877,-63.144951
OFI00103,oficina,disponible,alquiler,7000.0,dolar,12,6,Entre 2do y 3er anillo Este,Santa Cruz de la Sierra,824.0,-17.772366,-63.159245
GAL00015,galpon,disponible,venta,338571.0,dolar,3,3,Entre 1er y 2do anillo Este,Santa Cruz de la Sierra,452.0,-17.785934,-63.169132
TER00167,terreno,disponible,venta,450000.0,dolar,0,0,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,783.0,-17.757792,-63.177647
CAS00391,casa,disponible,alquiler,857.0,dolar,3,3,Entre 6to y 7mo anillo Oeste,Santa Cruz de la Sierra,197.0,-17.818106,-63.233002
CAS00392,casa,disponible,venta,196500.0,dolar,7,6,Entre 2do y 3er anillo Oeste,Santa Cruz de la Sierra,218.0,-17.780008,-63.198479
DEP00480,departamento,disponible,venta,137900.0,dolar,2,2,Entre 3er y 4to anillo Norte,Santa Cruz de la Sierra,92.0,-17.752611,-63.180656
DEP00481,departamento,disponible,venta,55000.0,dolar,1,2,Equipetrol,Santa Cruz de la Sierra,50.0,-17.768309,-63.196175
DEP00482,departamento,disponible,venta,155000.0,dolar,4,3,Centro,Santa Cruz de la Sierra,172.0,-17.784637,-63.173317
CAS00393,casa,disponible,venta,140000.0,dolar,2,1,Entre 6to y 7mo anillo Norte,Santa Cruz de la Sierra,119.0,-17.730759,-63.165836
TER00168,terreno,disponible,venta,155000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,931.0,-17.734976,-63.219616
CAS00394,casa,disponible,alquiler,750.0,dolar,3,3,Entre 4to y 5to anillo Oeste,Santa Cruz de la Sierra,160.0,-17.800327,-63.218704
CAS00395,casa,disponible,venta,310000.0,dolar,3,2,Equipetrol,Santa Cruz de la Sierra,170.0,-17.770378,-63.195541
DEP00483,departamento,disponible,venta,120000.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,88.0,-17.766844,-63.194393
DEP00484,departamento,disponible,venta,165000.0,dolar,2,2,Entre 2do y 3er anillo Norte,Santa Cruz de la Sierra,112.0,-17.763302,-63.175858
OFI00104,oficina,disponible,venta,47583.0,dolar,1,1,Centro,Santa Cruz de la Sierra,54.0,-17.791233,-63.177204
DEP00485,departamento,disponible,venta,112000.0,dolar,2,3,Equipetrol,Santa Cruz de la Sierra,90.0,-17.772329,-63.191868
CAS00396,casa,disponible,venta,250000.0,dolar,5,4,Entre 4to y 5to anillo Oeste,Santa Cruz de la Sierra,192.0,-17.791067,-63.218433
DEP00486,departamento,disponible,alquiler,350.0,dolar,1,1,Equipetrol,Santa Cruz de la Sierra,55.0,-17.756952,-63.199104
TER00169,terreno,disponible,venta,1500000.0,dolar,0,0,Urubó,Santa Cruz de la Sierra,10000.0,-17.761992,-63.222576
DEP00487,departamento,disponible,venta,190000.0,dolar,3,4,Entre 1er y 2do anillo Norte,Santa Cruz de la Sierra,200.0,-17.773577,-63.183918
TER00170,terreno,disponible,venta,710000.0,dolar,0,0,Entre 8vo y 9no anillo Norte,Santa Cruz de la Sierra,7100.0,-17.723967,-63.131466
EDI00022,edificio,disponible,venta,2000000.0,dolar,72,20,Entre 2do y 3er anillo Este,Santa Cruz de la Sierra,2287.0,-17.789919,-63.162598
DEP00488,departamento,disponible,venta,255000.0,dolar,3,2,Sirari,Santa Cruz de la Sierra,220.0,-17.759064,-63.201324
DEP00489,departamento,disponible,alquiler,350.0,dolar,2,2,Entre 2do y 3er anillo Oeste,Santa Cruz de la Sierra,105.0,-17.794081,-63.194862
DEP00490,departamento,disponible,alquiler,550.0,dolar,3,3,Las Palmas,Santa Cruz de la Sierra,148.0,-17.798677,-63.208931
DEP00491,departamento,disponible,venta,135000.0,dolar,3,4,Alalay,Cochabamba,165.0,-17.426811,-66.135574
GAL00016,galpon,disponible,alquiler,3000.0,dolar,4,5,La Chimba,Cochabamba,960.0,-17.392492,-66.21801
CAS00397,casa,disponible,venta,380000.0,dolar,6,4,Cala Cala,Cochabamba,330.0,-17.379032,-66.17305
CAS00398,casa,disponible,venta,175000.0,dolar,3,3,Tiquipaya,Cochabamba,170.0,-17.361904,-66.217827
CAS00399,casa,disponible,venta,165000.0,dolar,3,3,Tiquipaya,Cochabamba,175.0,-17.344427,-66.224823
CAS00400,casa,disponible,venta,160000.0,dolar,6,5,Pacata,Cochabamba,297.0,-17.384478,-66.117729
CAS00401,casa,disponible,venta,205000.0,dolar,3,3,Sacaba,Cochabamba,244.0,-17.380852,-66.098183
CAS00402,casa,disponible,venta,400000.0,dolar,3,2,Villa Tunari (Chapare),Cochabamba,360.0,-17.032192,-65.463188
DEP00492,departamento,disponible,venta,190000.0,dolar,4,4,Las Cuadras,Cochabamba,219.0,-17.391134,-66.148277
DEP00493,departamento,disponible,anticretico,12500.0,dolar,1,1,Sarco,Cochabamba,51.0,-17.38242,-66.190117
DEP00494,departamento,disponible,venta,120000.0,dolar,3,3,Villa Taquiña,Cochabamba,135.0,-17.34745,-66.197639
CAS00403,casa,disponible,venta,92400.0,dolar,3,3,Pacata,Cochabamba,160.0,-17.367395,-66.128571
CAS00404,casa,disponible,venta,381000.0,dolar,5,6,Noroeste,Cochabamba,546.0,-17.385492,-66.164177
DEP00495,departamento,disponible,venta,50000.0,dolar,2,2,Noroeste,Cochabamba,65.0,-17.38759,-66.172806
DEP00496,departamento,disponible,anticretico,20000.0,dolar,1,1,Muyurina,Cochabamba,52.0,-17.379812,-66.148422
DEP00497,departamento,disponible,alquiler,140.0,dolar,1,1,Las Cuadras,Cochabamba,31.0,-17.395742,-66.142418
CAS00405,casa,disponible,venta,2500000.0,dolar,28,7,Sudoeste,Cochabamba,800.0,-17.39431,-66.155098
TER00171,terreno,disponible,venta,550000.0,dolar,0,0,16 de Julio,El Alto,488.0,-16.494692,-68.172951
CAS00406,casa,disponible,venta,160000.0,dolar,2,1,Tejada Rectangular,El Alto,140.0,-16.515451,-68.153603
LOC00042,local comercial,disponible,alquiler,24000.0,dolar,4,2,Ciudad Satélite,El Alto,400.0,-16.524839,-68.148575
LOC00043,local comercial,disponible,venta,5500000.0,dolar,5,11,Villa Bolívar,El Alto,5454.0,-16.515665,-68.162292
